REGISTRO N§;FECHA;HORA;DESCRIPCION (Vehiculo / Moto);DOMINIO;MARCA;MODELO;COLOR;TIPO;CHASIS N§;MOTOR N§;LEVANTADO EN :;AGENTE DE PLAYA QUE RECIBIO;GRUA / CHOFER;INVENTARIO SI/NO;NUMERO DE RECLAMO ;FECHA;HORA;GRUA/CHOFER;ENTREGA AGENTE;NOTAS;CONTROL DE LEGALES;
745;19/08/2016;13:37;AUTO;AWJ481;RENAULT;9;BLANCO;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;RODRIGUEZ;LEYVA ;SI;TRASLADO RIO CUARTO;19/08/2016;15:14;COMPAC EN PLAYA;HURTADO;;;
746;23/08/2016;10:45;AUTO;S/D;S/D;S/D;INCENDIADO;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;RODRIGUEZ;DE PAOLA;SI;TRASLADO RIO CUARTO;;;;;;;
747;23/08/2016;11:30;AUTO;S/D;S/D;S/D;BLANCO Y VERDE;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;RODRIGUEZ;DE PAOLA;SI;TRASLADO RIO CUARTO;;;;;;;
748;24/08/2016;09:00;AUTO;SBD747;RENAULT ;11;AZUL;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;CARRILLO;DE PAOLA;SI;TRASLADO RIO CUARTO;;;;;;;
749;24/08/2016;09:00;AUTO;VNV687;RENAULT ;4;OXID/BLANCO;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;RODRIGUEZ;DE PAOLA;SI;TRASLADO RIO CUARTO;;;;;;;
750;24/08/2016;10:00;AUTO;AOB382;FORD;MONDEO;GRIS;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;CARRILLO;DE PAOLA;SI;TRASLADO RIO CUARTO;;;;;;;
751;24/08/2016;10:01;AUTO;S/PLACA;FORD;FALCON;MARRON;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;VELASCO;DE PAOLA;SI;TRASLADO RIO CUARTO;;;;;;;
752;24/08/2016;20:55;AUTO;S/PLACA;MITSUBISHI;L300;BORDO/BLANCO;PARTICULAR;;;ROSETI 237;CALDERON;AQUINO;SI;PENDIENTE;;;;;;;
753;24/08/2016;20:55;AUTO;539HCN;ZANELLA;STYELR125;NEGRO;MOTO;;;PARAGUAY 4475;CALDERON;AQUINO;SI;PENDIENTE;;;;;;;
754;25/08/2016;12:00;AUTO;BCZ722;PEUGEOT;405;NEGRO;PARTICULAR;;;TRASL. HERRERA Y CALIFORNIA;RODRIGUEZ;LEYVA;SI;TRASLADO RIO CUARTO;;;;;;;
755;25/08/2016;12:00;AUTO;BUC641;FORD;ESCORT;ROJO;PARTICULAR;;;TRASL. HERRERA Y CALIFORNIA;CARRILLO;LEYVA;SI;TRASLADO RIO CUARTO;;;;;;;
756;25/08/2016;12:51;AUTO;VYE767;FIAT;REGATA;GRIS;PARTICULAR;;;HERRERA Y RIO CUARTO;CARRILLO;LEYVA;SI;TRASLADO RIO CUARTO;;;;;;;
757;25/08/2016;13:25;AUTO;AVS885;RENAULT;9;AZUL;PARTICULAR;;;HERRERA Y RIO CUARTO;RODRIGUEZ;LEYVA;SI;TRASLADO RIO CUARTO;;;;;;;
758;25/08/2016;14:10;AUTO;RFX434;PEUGEOT;505;BORDO;PARTICULAR;;;HERRERA Y RIO CUARTO;PIZARRO;LEYVA;SI;TRASLADO RIO CUARTO;;;;;;;
759;26/08/2016;16:26;AUTO;APY296;VW;GOL;GRIS;PARTICULAR;;;GODOY CRUZ 2485;PIZARRO;GENE SOS;SI;;;;;;;;
760;27/08/2016;12:50;AUTO;ARK502;PEUGEOT;405;GRIS;PARTICULAR;;;VILLA 31;PLATAS;BERDI S.O.S;SI;;;;;;;;
761;27/08/2016;12:50;AUTO;RBD365;FORD;350;AMARILLO;PARTICULAR;;;VILLA 31;PLATAS;GENES S.O.S;SI;;;;;;;;
762;27/08/2016;13:05;AUTO;XIR789;DODGE;100;CELESTE/ROJO/VERDE;PARTICULAR;;;VILLA 31;PLATAS;AQUINO S.O.S;SI;;;;;;;;
763;27/08/2016;15:15;AUTO;RXN388;JEEP;S/M;GRIS;PARTICULAR;;;VILLA 31;PLATAS;AQUINO S.O.S;SI;;;;;;;;
764;27/08/2016;15:40;AUTO;ADK580;FIAT;FIORINO;BLANCO;PARTICULAR;;;VILLA 31;PLATAS;GENES S.O.S;SI;;;;;;;;
765;29/08/2016;14:39;AUTO;WCA976;FIAT;125;ROJO;PARTICULAR;;;HERRERA Y RIO CUARTO;PIZARRO;LEYVA;SI;TRASLADO RIO CUARTO;;;;;;;
766;29/08/2016;15:15;AUTO;CHL995;FIAT;FIORINO;ROJO;PARTICULAR;;;HERRERA Y RIO CUARTO;PIZARRO;LEIVA;SI;TRASLADO RIO CUARTO;;;;;;;
767;29/08/2016;15:44;AUTO;RCJ232;RENAULT;12;CELESTE;PARTICULAR;;;HERRERA Y RIO CUARTO;HURTADO;LEIVA;SI;TRASLADO RIO CUARTO;;;;;;;
768;29/08/2016;16:35;AUTO;TDV111;ROVER;214;BORDO;PARTICULAR;;;HERRERA Y RIO CUARTO;PIZARRO;STREGEWITCH;SI;TRASLADO RIO CUARTO;;;;;;;
769;29/08/2016;17:15;AUTO;UJP776;RENAULT;12;BLANCO;PARTICULAR;;;HERRERA Y RIO CUARTO;PIZARRO;STREGEWITCH;SI;TRASLADO RIO CUARTO;;;;;;;
770;29/08/2016;18:10;AUTO;RNS883;FIAT;FIORINO;BLANCO;PARTICULAR;;;HERRERA Y RIO CUARTO;PIZARRO;STREGEWITCH;SI;TRASLADO RIO CUARTO;;;;;;;
771;30/08/2016;09:00;AUTO;ACK675;RENAULT;19;ROJO;PARTICULAR;;;HERRERA Y RIO CUARTO;RODRIGUEZ;DE PAOLA;SI;TRASLADO RIO CUARTO;;;;;;;
772;30/08/2016;09:30;AUTO;S/PLACA;RASTROJERO;RASTROJERO;VERDE;PARTICULAR;;;HERRERA Y RIO CUARTO;RODRIGUEZ;DE PAOLA;SI;TRASLADO RIO CUARTO;;;;;;;
773;30/08/2016;09:50;AUTO;FUI767;RENAULT;KANGOO;GRIS;PARTICULAR;;;HERRERA Y RIO CUARTO;VELASCO;DE PAOLA;SI;TRASLADO RIO CUARTO;;;;;;;
774;30/08/2016;10:20;AUTO;S/PLACA;RENAULT;18(RURAL);GRIS;PARTICULAR;;;HERRERA Y RIO CUARTO;CARRILLO;SICA;SI;TRASLADO RIO CUARTO;;;;;;;
775;30/08/2016;10:35;AUTO;EXE987;VW;GOL;BEIGE;PARTICULAR;;;HERRERA Y RIO CUARTO;CARRILLO;DE PAOLA;SI;TRASLADO RIO CUARTO;;;;;;;
776;30/08/2016;11:00;AUTO;BXS007;ROVER;45;GRIS;PARTICULAR;;;HERRERA Y RIO CUARTO;VELASCO;DE PAOLA;SI;TRASLADO RIO CUARTO;;;;;;;
777;30/08/2016;11:30;AUTO;TPV774;PEUGEOT;504;AZUL/NEGRO;PARTICULAR;;;HERRERA Y RIO CUARTO;RODRIGUEZ;DE PAOLA;SI;TRASLADO RIO CUARTO;;;;;;;
778;30/08/2016;11:50;AUTO;DUQ811;RENAULT ;CLIO;GRIS;PARTICULAR;;;HERRERA Y RIO CUARTO;RODRIGUEZ;DE PAOLA;SI;TRASLADO RIO CUARTO;;;;;;;
779;30/08/2016;15:08;AUTO;DQF681;VW;GOL;CELESTE;PARTICULAR;;;HERRERA Y RIO CUARTO;DI SANZO;LEIVA;SI;TRASLADO RIO CUARTO;;;;;;;
780;30/08/2016;15:40;AUTO;TES045;FORD ;TAUNUS;MARRON;PARTICULAR;;;HERRERA Y RIO CUARTO;HURTADO;LEIVA;SI;TRASLADO RIO CUARTO;;;;;;;
781;30/08/2016;16:12;AUTO;GJC589;CHEVROLET;CORSA;NEGRO;PARTICULAR;;;HERRERA Y RIO CUARTO;HURTADO;LAIVA;SI;TRASLADO RIO CUARTO;;;;;;;
782;30/08/2016;16:20;AUTO;USQ720;FORD ;TAUNUS;BLANCO;PARTICULAR;;;HERRERA Y RIO CUARTO;DI SANZO;LEIVA;SI;TRASLADO RIO CUARTO;;;;;;;
783;30/08/2016;17:30;AUTO;VEU296;FORD;TAUNUS;ROJO;PARTICULAR;;;HERRERA Y RIO CUARTO;CACERES;ORTALI;SI;TRASLADO RIO CUARTO;;;;;;;
784;30/08/2016;17:35;AUTO;DAP738;RENAULT;CLIO;AZUL;PARTICULAR;;;HERRERA Y RIO CUARTO;DI SANZO;SANTOLLI;SI;TRASLADO RIO CUARTO;;;;;;;
785;30/08/2016;18:23;AUTO;DAU051;FIAT;SPAZIO;BLANCO;PARTICULAR;;;HERRERA Y RIO CUARTO;HURTADO;SANTOLLI;SI;TRASLADO RIO CUARTO;;;;;;;
786;31/08/2016;09:35;AUTO;SIM104;FIAT;128;ROJO;PARTICULAR;;;HERRERA Y RIO CUARTO;VELASCO;AQUINO S.O.S;SI;TRASLADO RIO CUARTO;;;;;;;
787;31/08/2016;10:00;AUTO;EAE283;FORD;FOCUS;GRIS;PARTICULAR;;;HERRERA Y RIO CUARTO;RODRIGUEZ;AQUINO S.O.S;SI;TRASLADO RIO CUARTO;;;;;;;
788;31/08/2016;10:45;AUTO;STW126;RENAULT;18;QUEMADO/MARRON;PARTICULAR;;;HERRERA Y RIO CUARTO;RODRIGUEZ;AQUINO S.O.S;SI;TRASLADO RIO CUARTO;;;;;;;
789;31/08/2016;11:00;AUTO;HKR364;PEUGEOT;206;GRIS;PARTICULAR;;;HERRERA Y RIO CUARTO;CARRILLO;LEYVA;SI;TRASLADO RIO CUARTO;;;;;;;
790;31/08/2016;11:25;AUTO;AFG396;M.BENZ;C250;AZUL;PARTICULAR;;;HERRERA Y RIO CUARTO;RODRIGUEZ;SICA;SI;TRASLADO RIO CUARTO;;;;;;;
791;31/08/2016;11:26;AUTO;TIA918;FORD;SIERRA;VERDE;PARTICULAR;;;HERRERA Y RIO CUARTO;VELASCO;AQUINO;SI;TRASLADO RIO CUARTO;;;;;;;
792;31/08/2016;11:50;AUTO;DPB048;RENAULT;MEGANE;GRIS;PARTICULAR;;;HERRERA Y RIO CUARTO;CARRILLO;SICA;SI;TRASLADO RIO CUARTO;;;;;;;
793;31/08/2016;12:02;AUTO;S/PLACA;FORD;TAUNUS;CHAMPAGNE;PARTICULAR;;;HERRERA Y RIO CUARTO;RODRIGUEZ;AQUINO (SOS);SI;TRASLADO RIO CUARTO;;;;;;;
794;31/08/2016;12:15;AUTO;DEE296;PEUGEOT;405;NEGRO;PARTICULAR;;;HERRERA Y RIO CUARTO;VELASCO;ARMASO(SOS);SI;TRASLADO RIO CUARTO;;;;;;;
795;31/08/2016;12:15;AUTO;SAH664;FORD;SCORT;BORDO;PARTICULAR;;;HERRERA Y RIO CUARTO;CARRILLO;LEYVA;SI;TRASLADO RIO CUARTO;;;;;;;
796;31/08/2016;12:40;AUTO;RDF897;PEUGEOT;505;BORDO;PARTICULAR;;;HERRERA Y RIO CUARTO;RODRIGUEZ;GEOL (SOS);SI;TRASLADO RIO CUARTO;;;;;;;
797;31/08/2016;12:50;AUTO;CDL973;RENAULT;MEGANE;GRIS;PARTICULAR;;;HERRERA Y RIO CUARTO;CARRILLO;AQUINO (SOS);SI;TRASLADO RIO CUARTO;;;;;;;
798;31/08/2016;13:00;AUTO;SJL141;FIAT;147;BLANCO;PARTICULAR;;;HERRERA Y RIO CUARTO;VELASCO;GEOL (SOS);SI;TRASLADO RIO CUARTO;;;;;;;
799;31/08/2016;13:30;AUTO;DML835;RENAULT;19;NEGRO;PARTICULAR;;;HERRERA Y RIO CUARTO;RODRIGUEZ;GEOL (SOS);SI;TRASLADO RIO CUARTO;;;;;;;
800;31/08/2016;13:45;AUTO;FDY555;VW;GOL;NEGRO;PARTICULAR;;;HERRERA Y RIO CUARTO;VELASCO;AQUINO (SOS);SI;TRASLADO RIO CUARTO;;;;;;;
801;31/08/2016;13:56;AUTO;TTJ191;RENAULT;S/D;ROJO;PARTICULAR;;;HERRERA Y RIO CUARTO;HURTADO;FIOL S.O.S;SI;TRASLADO RIO CUARTO;;;;;;;
802;31/08/2016;14:19;AUTO;SLS002;VW;S/D;GRIS;PARTICULAR;;;HERRERA Y RIO CUARTO;HURTADO;AQUINO (SOS);SI;TRASLADO RIO CUARTO;;;;;;;
803;31/08/2016;14:25;AUTO;VZN568;RENAULT;11;GRIS;PARTICULAR;;;HERRERA Y RIO CUARTO;DI SANZO;FIOL S.O.S;SI;TRASLADO RIO CUARTO;;;;;;;
804;31/08/2016;14:44;AUTO;AFA358;FIAT;SPAZIO;BLANCO;PARTICULAR;;;HERRERA Y RIO CUARTO;HURTADO;AQUINO (SOS);SI;TRASLADO RIO CUARTO;;;;;;;
805;31/08/2016;15:15;AUTO;SBT435;FIAT;DUNA;BEIGE;PARTICULAR;;;HERRERA Y RIO CUARTO;DI SANZO;FIOL S.O.S;SI;TRASLADO RIO CUARTO;;;;;;;
806;01/09/2016;16:27;AUTO;S/PLACA;FORD;TAUNUS;VERDE;PARTICULAR;;;COLHRANE 3167;PIZARRO;RODRIGUEZ LOPEZ;SI;PENDIENTE;;;;;;;
807;29/06/2016;01:55;AUTO;VIC889;FIAT;DUNA;AZUL;PARTICULAR;;;EL MAESTRO 11 ESQ RIVADAVIA;SEGOVIA;TEDESCO;SI;;;;;;;;
808;02/09/2016;20:32;AUTO;S/PLACA;FIAT;SPAZIO;OXIDADO;PARTICULAR;;;HUNBOLT Y CORDOBA;PIZARRO;FERNATO PAOLIN;SI;PENDIENTE;;;;;;;
809;07/09/2016;23:50;AUTO;BPR157;FIAT;PALIO;GRIS;PARTICULAR;;;RAVIGNANI 1978;BRAGUE;TEDESCO;SI;PENDIENTE;;;;;;;
810;08/09/2016;22:21;AUTO;URR419;PEUGEOT;404;OXIDO;PARTICULAR;;;MONASTERIO 400;BERARDI;GUGLIELMO;SI;POR ORDEN DE RICHIARDI;;;;;;;
811;08/09/2016;22:30;AUTO;RHK850;PEUGEOT;504;GRIS;PARTICULAR;;;MONASTERIO 400;BERARDI;HERRERA;SI;POR ORDEN DE RICHIARDI;;;;;;;
812;08/09/2016;23:54;AUTO;VWR906;PEUGEOT;405;VERD;PARTICULAR;;;MONASTERIO 400;BERARDI;GUGLIELMO;SI;POR ORDEN DE RICHIARDI;;;;;;;
813;09/09/2016;01:00;AUTO;WVJ049;FIAT;128;ROJO;PARTICULAR;;;MONASTERIO 400;BRAGUE;TEDESCO;SI;POR ORDEN DE RICHIARDI;;;;;;;
814;13/09/2016;12:21;AUTO;URR337;PEUGEOT;404;CELESTE;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;VELASCO;GENES S.O.S;SI;TRASLADO RIO CUARTO;;;;;;;
815;13/09/2016;12:44;AUTO;VAZ530;FORD;SIERRA;ROJO;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;VELASCO;GENES S.O.S;SI;TRASLADO RIO CUARTO;;;;;;;
816;13/09/2016;13:10;AUTO;XCL434;FORD;FALCON;BEIGE;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;RODRIGUEZ;FIOL S.O.S;SI;TRASLADO RIO CUARTO;;;;;;;
817;13/09/2016;13:39;AUTO;VHQ456;MITSUBISHI;ILEGIBLE;ROJO;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;VELASCO;GENES S.O.S;SI;TRASLADO RIO CUARTO;;;;;;;
818;13/09/2016;14:00;AUTO;TSB778;PEUGEOT;505;NEGRO;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;PIZARRO;GENES S.O.S;SI;TRASLADO RIO CUARTO;;;;;;;
819;13/09/2016;15:59;AUTO;TBL427;DODGE;1500;CREMA;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;PIZARRO;GENES S.O.S;SI;TRASLADO RIO CUARTO;;;;;;;
820;13/09/2016;16:41;AUTO;TCA500;S/D;ESPERO;BORDO;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;HURTADO;GENES S.O.S;SI;TRASLADO RIO CUARTO;;;;;;;
821;13/09/2016;17:15;AUTO;ENS703;RENAULT;S/IDENTIFICAR;GRIS;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;PIZARRO;GENES S.O.S;SI;TRASLADO RIO CUARTO;;;;;;;
822;13/09/2016;17:25;AUTO;TNE878;FORD;SIERRA;ROJO;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;HURTADO;FIOL S.O.S;SI;TRASLADO RIO CUARTO;;;;;;;
823;14/09/2016;13:03;AUTO;TRT670;FORD;TAUNUS;DORADO;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;CASCO;FIOL S.O.S;SI;TRASLADO RIO CUARTO;;;;;;;
824;14/09/2016;13:35;AUTO;DDP556;CHRYSLER;CARAVAN;BLANDO ;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;CASCO;FIOL S.O.S;SI;TRASLADO RIO CUARTO;;;;;;;
825;14/09/2016;13:40;AUTO;CLE632;ILEGIBLE;ILEGIBLE;NEGRO;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;CASCO;FIOL S.O.S;SI;TRASLADO RIO CUARTO;;;;;;;
826;14/09/2016;14:20;AUTO;UIR177;CHEVROLET;CHEVY S2;NEGRO;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;DI SANZO;GENE SOS;SI;TRASLADO RIO CUARTO;;;;;;;
827;14/09/2016;14:25;AUTO;RUH;VW;GOL;BORDO;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;DI SANZO;DALMAZO S.O.S;SI;TRASLADO RIO CUARTO;;;;;;;
828;14/09/2016;15:07;AUTO;CVU581;VW;S/IDENTIFICAR;GRIS;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;HURTADO;DALMAZO S.O.S;SI;TRASLADO RIO CUARTO;;;;;;;
829;14/09/2016;15:30;AUTO;WIS899;FORD;FALCON;VERDE;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;HURTADO;GENE SOS;SI;TRASLADO RIO CUARTO;;;;;;;
830;14/09/2016;15:45;AUTO;SNV087;VW;SENDA;AZUL;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;DI SANZO;GENE SOS;SI;TRASLADO RIO CUARTO;;;;;;;
831;14/09/2016;16:40;AUTO;SMQ916;CITROEN ;AXGTI;ROJO;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;HURTADO;GENE SOS;SI ;TRASLADO RIO CUARTO;;;;;;;
832;14/09/2016;17:35;AUTO;S/PLACA;S/IDENTIFICAR;S/IDENTIFICAR;NEGRO;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;HURTADO;GENE SOS;SI;TRASLADO RIO CUARTO;;;;;;;
833;14/09/2016;17:35;AUTO;BSU609;FORD;TRANSIT;BLANCO;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;DI SANZO;GENE SOS;SI;TRASLADO RIO CUARTO;;;;;;;
834;14/09/2016;17:40;AUTO;B381519;FORD;FALCON;ROJO;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;DI SANZO;DALMAZO S.O.S;SI;TRASLADO RIO CUARTO;;;;;;;
835;15/09/2016;15:49;AUTO;CGW540;HONDA;CIVIC;GRIS;PARTICULAR;;;BACARAY 953;PIZARRO;GENE SOS;SI;PENDIENTE;;;;;;;
836;15/09/2016;16:33;AUTO;S/PLACA;CHATARRA;S/IDENTIFICAR;OXIDADO;PARTICULAR;;;HERNANDARIA 2100;PIZARRO;GENE SOS;SI;PENDIENTE;;;;;;;
837;16/09/2016;15:08;AUTO;TGE122;FIAT;REGATTA;AZUL;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;PIZARRO;AMARILLA;SI;TRASLADO RIO CUARTO;;;;;;;
838;16/09/2016;16:05;AUTO;UBN331;PEUGEOT;504;VERDE;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;CASCO;AMARILLA;SI;TRASLADO RIO CUARTO;;;;;;;
839;16/09/2016;17:17;AUTO;DIF839;VW;POLO;GRIS;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;CASCO;AMARILLA;SI;TRASLADO RIO CUARTO;;;;;;;
840;16/09/2016;18:39;AUTO;FSY442;CITROEN ;BERLINGO;GRIS;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;CASCO;AMARILLA;SI;TRASLADO RIO CUARTO;;;;;;;
841;16/09/2016;19:15;AUTO;UGX219;PEUGEOT;S/IDENTIFICAR;CELESTE;PARTICULAR;;;PLAYA HERRERA Y RIO CUARTO;PIZARRO;AMARILLA;SI;TRASLADO RIO CUARTO;;;;;;;
842;16/09/2016;19:55;AUTO;AMB575;RENAULT;RODEO;BLANCO;FURGON;;;PLAYA HERRERA Y RIO CUARTO;CALDERON;AMARILLA;SI;TRASLADO RIO CUARTO;;;;;;;
843;16/09/2016;21:00;AUTO;UHM375;MERCEDES BENZ;S/IDENTIFICAR;NARANJA;MINIBUS;;;PLAYA HERRERA Y RIO CUARTO;CALDERON;AMARILLA;SI;TRASLADO RIO CUARTO;;;;;;;
844;17/09/2016;01:45;AUTO;S/D;CITROEN ;PALLIAS;VERDE;PARTICULAR;;;COSTA RICA Y GODOY CRUZ;BRAGUE;MARTINEZ;SI;A PEDIDO DE JUANJO MARTINEZ/ REGULARIZA MANUZA;;;;;;;
845;17/09/2016;03:50;AUTO;BKT636;FIAT;DUCATTO;BLANCO;FURGON;;;GODOY CRUZ Y COSTA RICA;BERARDI;SANCHEZ;SI;ORDEN DE RICHIARDI A PEDIDO DE JUANJO MARTINEZ;;;;;;;
846;24/09/2016;09:15;AUTO;S/D;FIAT;TEMPRA;S/D;PARTICULAR;;;GARAY 1160;ACQUACALDA;BARROCA;SI;ORDEN DE LEANDRO RICHIARDI INGRESA EN PLAYA RIO CUARTO;;;;;;;
847;28/09/2016;12:40;AUTO;S/D;FORD;ORION;S/D;PARTICULAR;;;MATHEU 1500;RODRIGUEZ;LEYVA;SI;ORDEN DE RICHIARDI INGRESA A RIO 4;;;;;;;
848;28/09/2016;12:40;AUTO;S/D;GMC;CHEVETTE;S/D;PARTICULAR;;;;RODRIGUEZ;FERNANDEZ;SI;ORDEN DE RICHIARDI INGRESA A RIO 4;;;;;;;
849;06/10/2016;10:15;AUTO;S/PLACA;PEUGEOT;504;PLATEADO OXIDO;PARTICULAR;;;MORON Y CERVANTES;RODRIGUEZ;SICA;SI;RECLAMO NRO. 1072620/16;;;;;;;
